Id,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose_cat,zip_code,addr_state,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
3069,10,MORTGAGE,33000.0,not verified,n,debt consolidation,890xx,NV,10.62,0.0,0.0,,,4.0,0.0,13531,53.1,9.0,f,0.0,1,PC4
3070,5,RENT,20000.0,not verified,n,other,917xx,CA,15.48,0.0,0.0,,,3.0,0.0,1474,64.1,5.0,f,0.0,1,PC2
3071,6,MORTGAGE,70000.0,not verified,n,debt consolidation,554xx,MN,6.91,0.0,0.0,39.0,,8.0,0.0,10362,98.2,18.0,f,0.0,1,PC1
3072,1,RENT,36000.0,VERIFIED - income source,n,other,958xx,CA,17.67,0.0,0.0,,,7.0,0.0,6558,76.0,13.0,f,0.0,2,PC4
3073,1,RENT,26000.0,not verified,n,credit card,281xx,NC,14.4,0.0,1.0,,,5.0,0.0,11305,83.7,10.0,f,0.0,2,PC5
3074,4,OTHER,30000.0,VERIFIED - income source,n,other,187xx,PA,13.8,0.0,5.0,78.0,,13.0,0.0,7880,70.8,35.0,f,0.0,3,PC5
3075,10,MORTGAGE,185000.0,VERIFIED - income,n,debt consolidation,189xx,PA,8.34,0.0,0.0,,,10.0,0.0,46501,79.8,17.0,f,0.0,1,PC3
3076,3,RENT,91200.0,VERIFIED - income,n,debt consolidation,951xx,CA,17.95,1.0,0.0,18.0,,11.0,0.0,7133,58.3,28.0,f,0.0,3,PC2
3077,8,RENT,70000.0,not verified,n,moving,977xx,OR,13.39,0.0,2.0,53.0,,15.0,0.0,10244,61.7,43.0,f,0.0,3,PC5
3078,9,MORTGAGE,62000.0,VERIFIED - income source,n,wedding,606xx,IL,14.98,0.0,1.0,67.0,,10.0,0.0,6808,44.5,15.0,f,0.0,1,PC5
3079,10,MORTGAGE,65000.0,not verified,n,home improvement,805xx,CO,7.05,0.0,0.0,,,9.0,0.0,5629,11.3,28.0,f,0.0,2,PC2
3080,1,MORTGAGE,71000.0,VERIFIED - income,n,debt consolidation,303xx,GA,19.49,0.0,0.0,,,10.0,0.0,9630,22.4,15.0,f,0.0,2,PC2
3081,3,RENT,19200.0,VERIFIED - income source,n,major purchase,731xx,OK,10.81,0.0,0.0,,,6.0,0.0,5831,71.1,12.0,f,0.0,2,PC5
3082,1,RENT,148000.0,not verified,n,small business,293xx,SC,11.58,0.0,2.0,,,6.0,0.0,3823,26.3,6.0,f,0.0,1,PC2
3083,6,OWN,56000.0,not verified,n,major purchase,600xx,IL,4.84,0.0,1.0,73.0,,4.0,0.0,1481,14.2,10.0,f,0.0,3,PC5
3084,10,RENT,44241.6,not verified,n,car,333xx,FL,14.92,2.0,1.0,14.0,0.0,3.0,0.0,0,0.0,17.0,f,0.0,2,PC2
3085,10,RENT,60000.0,VERIFIED - income source,n,debt consolidation small business,238xx,VA,22.9,0.0,0.0,30.0,,5.0,0.0,11214,65.9,10.0,f,0.0,2,PC2
3086,10,RENT,109908.0,not verified,n,credit card,981xx,WA,24.04,0.0,0.0,,,14.0,0.0,8220,63.2,39.0,f,0.0,1,PC4
3087,4,MORTGAGE,48000.0,VERIFIED - income,n,debt consolidation,439xx,OH,28.68,0.0,1.0,,,12.0,0.0,14121,46.0,20.0,f,0.0,3,PC2
3088,3,MORTGAGE,144000.0,not verified,n,other,107xx,NY,8.5,1.0,2.0,3.0,,4.0,0.0,172842,69.14,12.0,f,0.0,1,PC2
3089,1,RENT,90000.0,VERIFIED - income,n,major purchase,018xx,MA,12.72,2.0,0.0,3.0,,15.0,0.0,11265,39.0,29.0,f,0.0,3,PC1
3090,1,MORTGAGE,126400.0,VERIFIED - income,n,debt consolidation,201xx,VA,11.72,0.0,0.0,,,13.0,0.0,37252,68.9,31.0,f,0.0,3,PC5
3091,10,RENT,26000.0,not verified,n,debt consolidation,234xx,VA,23.68,0.0,1.0,71.0,,7.0,0.0,7236,43.3,12.0,f,0.0,3,PC5
3092,5,RENT,29004.0,VERIFIED - income,n,other,104xx,NY,11.01,0.0,1.0,,,6.0,0.0,8735,68.7,9.0,f,0.0,3,PC3
3093,1,RENT,34928.12,VERIFIED - income source,n,debt consolidation,941xx,CA,21.09,0.0,1.0,,,12.0,0.0,22416,67.0,15.0,f,0.0,3,PC2
3094,10,MORTGAGE,100000.0,VERIFIED - income,n,debt consolidation,535xx,WI,9.31,0.0,2.0,66.0,,16.0,0.0,11818,40.2,54.0,f,0.0,1,PC1
3095,1,OWN,26400.0,not verified,n,medical,088xx,NJ,11.32,0.0,1.0,,,8.0,0.0,6992,56.8,18.0,f,0.0,2,PC3
3096,6,RENT,36000.0,not verified,n,other,954xx,CA,26.93,0.0,0.0,,,8.0,0.0,2777,21.1,14.0,f,0.0,1,PC4
3097,na,RENT,8280.0,not verified,n,credit card,287xx,NC,8.12,0.0,0.0,34.0,,4.0,0.0,1921,14.8,10.0,f,0.0,3,PC3
3098,9,MORTGAGE,33800.0,VERIFIED - income source,n,credit card,295xx,SC,17.82,0.0,0.0,53.0,,7.0,0.0,18394,54.4,21.0,f,0.0,2,PC1
3099,3,RENT,13440.0,not verified,n,debt consolidation,541xx,WI,10.45,0.0,0.0,,,5.0,0.0,4136,12.9,5.0,f,0.0,2,PC4
3100,1,OWN,22500.0,not verified,n,debt consolidation,935xx,CA,27.73,0.0,1.0,0.0,0.0,3.0,0.0,1597,88.7,5.0,f,0.0,2,PC4
3101,4,RENT,41000.0,VERIFIED - income,n,home improvement,917xx,CA,1.26,0.0,0.0,,,3.0,0.0,1978,12.4,9.0,f,0.0,3,PC5
3102,1,RENT,38000.0,VERIFIED - income,n,debt consolidation,900xx,CA,19.64,0.0,1.0,,,9.0,0.0,6472,53.5,11.0,f,0.0,2,PC5
3103,4,MORTGAGE,96000.0,not verified,n,home improvement,328xx,FL,4.64,0.0,1.0,,,9.0,0.0,3214,8.9,25.0,f,0.0,2,PC2
3104,2,RENT,36400.0,VERIFIED - income,n,credit card,980xx,WA,12.82,0.0,1.0,,,12.0,0.0,19208,62.0,18.0,f,0.0,2,PC5
3105,10,MORTGAGE,86000.0,VERIFIED - income,n,debt consolidation,605xx,IL,12.28,0.0,1.0,,,10.0,0.0,24884,53.7,24.0,f,0.0,3,PC3
3106,5,MORTGAGE,180000.0,VERIFIED - income,n,home improvement,773xx,TX,5.17,0.0,0.0,,,12.0,0.0,8341,19.8,24.0,f,0.0,3,PC2
3107,3,RENT,69780.0,not verified,n,debt consolidation,945xx,CA,4.06,0.0,1.0,,,10.0,0.0,5307,12.8,17.0,f,0.0,1,PC1
3108,6,MORTGAGE,116000.0,VERIFIED - income,n,small business,350xx,AL,21.83,0.0,3.0,,,8.0,0.0,12991,42.7,21.0,f,0.0,2,PC1
3109,6,MORTGAGE,110000.0,not verified,n,credit card,958xx,CA,5.47,0.0,0.0,,,10.0,0.0,11992,64.3,29.0,f,0.0,2,PC1
3110,10,MORTGAGE,48500.0,VERIFIED - income,n,debt consolidation,071xx,NJ,2.72,0.0,1.0,35.0,,7.0,0.0,3273,69.6,19.0,f,0.0,3,PC5
3111,10,RENT,60000.0,VERIFIED - income,n,debt consolidation,945xx,CA,9.46,0.0,2.0,28.0,,13.0,0.0,16326,41.0,30.0,f,0.0,2,PC3
3112,1,RENT,100000.0,VERIFIED - income,n,credit card,191xx,PA,2.96,1.0,10.0,20.0,,8.0,0.0,5212,13.2,16.0,f,0.0,2,PC3
3113,10,MORTGAGE,68800.0,not verified,n,car,640xx,MO,13.87,0.0,1.0,,,13.0,0.0,10047,30.9,46.0,f,0.0,2,PC3
3114,1,MORTGAGE,95000.0,VERIFIED - income,n,debt consolidation,301xx,GA,12.13,0.0,0.0,,,9.0,0.0,13105,43.7,27.0,f,0.0,1,PC2
3115,5,RENT,58000.0,not verified,n,car,958xx,CA,11.86,0.0,2.0,30.0,,7.0,0.0,2293,6.1,18.0,f,0.0,1,PC4
3116,5,MORTGAGE,92000.0,not verified,n,credit card,902xx,CA,17.39,0.0,0.0,37.0,,15.0,0.0,18418,44.7,31.0,f,0.0,2,PC2
3117,10,MORTGAGE,67200.0,VERIFIED - income,n,debt consolidation,937xx,CA,16.21,0.0,0.0,,,6.0,0.0,24450,72.1,20.0,f,0.0,1,PC4
3118,1,RENT,42000.0,VERIFIED - income,n,major purchase,900xx,CA,22.66,0.0,1.0,,,17.0,0.0,4761,68.0,25.0,f,0.0,1,PC4
3119,10,MORTGAGE,36000.0,VERIFIED - income source,n,debt consolidation,625xx,IL,10.9,0.0,0.0,37.0,,14.0,0.0,2491,13.3,52.0,f,0.0,2,PC1
3120,5,OWN,35000.0,VERIFIED - income source,n,small business,080xx,NJ,5.14,0.0,0.0,,89.0,4.0,1.0,7778,55.2,11.0,f,0.0,2,PC1
3121,3,MORTGAGE,126000.0,VERIFIED - income source,n,house,212xx,MD,4.54,0.0,3.0,,,6.0,0.0,7581,35.8,19.0,f,0.0,1,PC3
3122,7,RENT,21000.0,not verified,n,debt consolidation small business,018xx,MA,18.4,0.0,0.0,,,4.0,0.0,3065,73.0,6.0,f,0.0,2,PC2
3123,1,RENT,80000.0,not verified,n,credit card,900xx,CA,16.35,0.0,1.0,,,10.0,0.0,19983,48.4,16.0,f,0.0,2,PC2
3124,1,RENT,80000.0,not verified,n,credit card,787xx,TX,5.23,0.0,2.0,,,7.0,0.0,13615,53.6,8.0,f,0.0,1,PC1
3125,4,MORTGAGE,45324.0,VERIFIED - income source,n,debt consolidation,160xx,PA,15.83,0.0,1.0,68.0,,8.0,0.0,8992,82.5,13.0,f,0.0,2,PC3
3126,10,RENT,31000.0,not verified,n,credit card,326xx,FL,26.86,0.0,1.0,,,8.0,0.0,5033,44.1,13.0,f,0.0,2,PC2
3127,4,MORTGAGE,85000.0,VERIFIED - income,n,credit card,787xx,TX,18.59,0.0,0.0,53.0,,6.0,0.0,11182,78.7,19.0,f,0.0,1,PC4
3128,3,RENT,109000.0,VERIFIED - income,n,other,950xx,CA,14.36,0.0,0.0,,,11.0,0.0,26902,50.2,35.0,f,0.0,1,PC3
3129,3,MORTGAGE,93000.0,not verified,n,vacation,200xx,DC,21.24,0.0,2.0,63.0,78.0,13.0,1.0,25016,78.5,27.0,f,0.0,3,PC1
3130,4,RENT,17004.0,not verified,n,educational,973xx,OR,2.26,0.0,0.0,,,5.0,0.0,1223,10.7,8.0,f,0.0,3,PC3
3131,1,RENT,83500.0,VERIFIED - income,n,debt consolidation,953xx,CA,15.56,0.0,0.0,,,11.0,0.0,4465,42.5,18.0,f,0.0,3,PC2
3132,10,MORTGAGE,105000.0,VERIFIED - income,n,debt consolidation,925xx,CA,16.3,0.0,3.0,,,9.0,0.0,9107,97.9,21.0,f,0.0,2,PC1
3133,10,MORTGAGE,75000.0,VERIFIED - income,n,small business,427xx,KY,26.83,0.0,2.0,,,13.0,0.0,22110,44.3,41.0,f,0.0,3,PC3
3134,10,RENT,68000.0,VERIFIED - income,n,debt consolidation,935xx,CA,20.51,0.0,1.0,,,11.0,0.0,19561,88.1,25.0,f,0.0,2,PC2
3135,4,MORTGAGE,91080.0,not verified,n,other,801xx,CO,18.67,0.0,1.0,,,10.0,0.0,69823,93.0,23.0,f,0.0,2,PC3
3136,4,MORTGAGE,65004.0,VERIFIED - income,n,debt consolidation,945xx,CA,15.38,0.0,1.0,72.0,,14.0,0.0,11305,37.4,21.0,f,0.0,2,PC5
3137,3,MORTGAGE,19200.0,VERIFIED - income,n,major purchase,342xx,FL,8.81,0.0,0.0,,,7.0,0.0,5528,52.6,8.0,f,0.0,1,PC1
3138,5,MORTGAGE,102000.0,VERIFIED - income,n,debt consolidation,112xx,NY,18.32,0.0,1.0,,,21.0,0.0,46003,55.4,45.0,f,0.0,1,PC1
3139,2,MORTGAGE,65000.0,VERIFIED - income,n,small business,761xx,TX,7.53,0.0,0.0,24.0,,4.0,0.0,0,0.0,16.0,f,0.0,3,PC2
3140,8,MORTGAGE,74496.0,VERIFIED - income,n,debt consolidation,282xx,NC,12.45,0.0,0.0,,,6.0,0.0,5784,50.3,20.0,f,0.0,1,PC5
3141,8,MORTGAGE,96000.0,not verified,n,other,080xx,NJ,17.65,0.0,3.0,,,14.0,0.0,25799,54.0,33.0,f,0.0,3,PC4
3142,10,MORTGAGE,49578.0,not verified,n,credit card,305xx,GA,19.12,0.0,0.0,,,10.0,0.0,17817,78.3,29.0,f,0.0,3,PC4
3143,4,RENT,45000.0,not verified,n,debt consolidation,078xx,NJ,4.11,0.0,0.0,,,7.0,0.0,5081,40.0,8.0,f,0.0,3,PC5
3144,3,MORTGAGE,85000.0,VERIFIED - income,n,debt consolidation,981xx,WA,22.27,0.0,0.0,,,10.0,0.0,11032,15.1,19.0,f,0.0,1,PC5
3145,7,MORTGAGE,64000.0,not verified,n,debt consolidation,550xx,MN,1.54,1.0,0.0,14.0,,12.0,0.0,4690,11.9,20.0,f,0.0,3,PC4
3146,3,MORTGAGE,45000.0,not verified,n,debt consolidation,754xx,TX,17.01,0.0,0.0,,,5.0,0.0,3680,43.8,7.0,f,0.0,2,PC5
3147,1,RENT,30000.0,VERIFIED - income source,n,home improvement,089xx,NJ,7.24,0.0,0.0,,,4.0,0.0,6265,75.5,4.0,f,0.0,3,PC1
3148,2,RENT,40000.0,VERIFIED - income source,n,debt consolidation,100xx,NY,13.91,0.0,0.0,,,11.0,0.0,10054,73.4,18.0,f,0.0,2,PC1
3149,1,MORTGAGE,110000.0,VERIFIED - income,n,home improvement,617xx,IL,5.68,0.0,1.0,,,13.0,0.0,9387,13.4,37.0,f,0.0,3,PC4
3150,10,RENT,45000.0,VERIFIED - income,n,other,107xx,NY,2.45,1.0,0.0,7.0,,6.0,0.0,3837,13.0,11.0,f,0.0,1,PC2
3151,10,MORTGAGE,42000.0,not verified,n,debt consolidation,310xx,GA,10.43,0.0,0.0,,,22.0,0.0,14618,11.6,61.0,f,0.0,3,PC4
3152,2,RENT,75000.0,VERIFIED - income,n,debt consolidation,926xx,CA,12.16,0.0,0.0,73.0,87.0,8.0,1.0,5389,28.1,22.0,f,0.0,1,PC5
3153,3,MORTGAGE,115000.0,VERIFIED - income,n,debt consolidation,856xx,AZ,9.52,0.0,0.0,67.0,,13.0,0.0,22424,34.4,24.0,f,0.0,3,PC5
3154,9,MORTGAGE,65000.0,VERIFIED - income source,n,major purchase,305xx,GA,5.8,0.0,0.0,,,18.0,0.0,10189,13.7,37.0,f,0.0,2,PC4
3155,9,MORTGAGE,125004.0,VERIFIED - income,n,major purchase,275xx,NC,3.03,0.0,0.0,,,10.0,0.0,18885,42.2,40.0,f,0.0,3,PC2
3156,7,RENT,47000.0,not verified,n,credit card,804xx,CO,12.61,0.0,0.0,,,6.0,0.0,17968,72.5,8.0,f,0.0,1,PC4
3157,3,MORTGAGE,115000.0,not verified,n,credit card,950xx,CA,6.25,0.0,1.0,,,9.0,0.0,12345,17.4,21.0,f,0.0,2,PC2
3158,3,MORTGAGE,410000.0,VERIFIED - income,n,home improvement,328xx,FL,7.92,0.0,0.0,,,9.0,0.0,147559,36.3,44.0,f,0.0,3,PC3
3159,10,MORTGAGE,70000.0,not verified,n,credit card,763xx,TX,19.59,0.0,0.0,,,6.0,0.0,5420,53.7,19.0,f,0.0,3,PC3
3160,1,MORTGAGE,80000.0,not verified,n,debt consolidation,021xx,MA,12.67,0.0,1.0,,,9.0,0.0,4227,14.1,26.0,f,0.0,1,PC1
3161,10,MORTGAGE,97584.0,VERIFIED - income,n,debt consolidation,925xx,CA,11.84,0.0,0.0,,109.0,16.0,1.0,9517,72.4,25.0,f,0.0,3,PC1
3162,3,MORTGAGE,48000.0,VERIFIED - income,n,credit card,322xx,FL,23.65,0.0,3.0,,106.0,13.0,1.0,7394,76.2,46.0,f,0.0,1,PC5
3163,10,RENT,66000.0,not verified,n,car,956xx,CA,21.95,0.0,3.0,,,18.0,0.0,35700,52.3,62.0,f,0.0,3,PC2
3164,10,MORTGAGE,68000.0,VERIFIED - income,n,credit card,851xx,AZ,21.99,0.0,2.0,32.0,,10.0,0.0,21895,94.4,37.0,f,0.0,3,PC3
3165,10,MORTGAGE,220000.0,VERIFIED - income,n,debt consolidation,078xx,NJ,6.35,0.0,3.0,27.0,,9.0,0.0,10373,44.7,33.0,f,0.0,3,PC1
3166,1,RENT,24000.0,not verified,n,debt consolidation,956xx,CA,11.35,0.0,5.0,43.0,0.0,7.0,0.0,5016,27.7,22.0,f,0.0,2,PC3
3167,5,MORTGAGE,29000.0,not verified,n,debt consolidation,173xx,PA,4.18,0.0,3.0,32.0,,2.0,0.0,0,0.0,6.0,f,0.0,2,PC4
3168,1,RENT,28000.0,VERIFIED - income source,n,credit card,712xx,LA,19.84,0.0,4.0,,,4.0,0.0,4969,59.9,11.0,f,0.0,3,PC1
3169,9,OWN,56148.0,VERIFIED - income,n,debt consolidation,906xx,CA,15.26,0.0,0.0,,,9.0,0.0,4761,35.0,38.0,f,0.0,1,PC1
3170,10,MORTGAGE,46800.0,VERIFIED - income source,n,credit card,773xx,TX,21.95,0.0,2.0,34.0,,22.0,0.0,13287,41.9,45.0,f,0.0,2,PC5
3171,3,RENT,32640.0,VERIFIED - income source,n,renewable energy,217xx,MD,3.09,0.0,1.0,53.0,,2.0,0.0,3431,49.0,6.0,f,0.0,1,PC3
3172,1,RENT,20000.0,not verified,n,debt consolidation small business,973xx,OR,19.2,0.0,2.0,,,8.0,0.0,7650,94.4,13.0,f,0.0,2,PC3
3173,3,RENT,60000.0,not verified,n,major purchase,109xx,NY,7.0,0.0,0.0,,,2.0,0.0,336,11.2,3.0,f,0.0,3,PC4
3174,2,MORTGAGE,37000.0,VERIFIED - income,n,debt consolidation,325xx,FL,19.39,0.0,0.0,,,10.0,0.0,14033,56.4,15.0,f,0.0,3,PC3
3175,10,RENT,69132.0,not verified,n,moving,117xx,NY,17.55,0.0,2.0,,,12.0,0.0,2691,11.1,28.0,f,0.0,1,PC4
3176,10,MORTGAGE,135000.0,VERIFIED - income,n,debt consolidation,907xx,CA,19.56,0.0,0.0,,,12.0,0.0,61139,83.9,63.0,f,0.0,3,PC2
3177,2,RENT,57300.0,not verified,n,debt consolidation,554xx,MN,15.92,1.0,0.0,6.0,,4.0,0.0,3037,76.8,22.0,f,0.0,3,PC1
3178,5,MORTGAGE,38000.0,not verified,n,credit card,451xx,OH,19.64,0.0,1.0,,,11.0,0.0,11130,52.7,16.0,f,0.0,1,PC3
3179,10,MORTGAGE,90000.0,VERIFIED - income,n,debt consolidation,986xx,WA,28.3,0.0,5.0,,,20.0,0.0,42876,79.1,38.0,f,0.0,1,PC1
3180,3,MORTGAGE,108000.0,not verified,n,debt consolidation,701xx,LA,24.73,0.0,1.0,,,12.0,0.0,5315,37.7,42.0,f,0.0,1,PC1
3181,4,MORTGAGE,100000.0,VERIFIED - income source,n,debt consolidation,926xx,CA,7.34,0.0,3.0,60.0,,9.0,0.0,18066,88.5,30.0,f,0.0,1,PC2
3182,10,MORTGAGE,75000.0,not verified,n,credit card,933xx,CA,23.64,0.0,0.0,,,18.0,0.0,39304,33.9,31.0,f,0.0,3,PC1
3183,1,RENT,33000.0,VERIFIED - income,n,car,972xx,OR,29.02,0.0,1.0,,,6.0,0.0,29292,80.0,15.0,f,0.0,1,PC3
3184,na,MORTGAGE,85000.0,VERIFIED - income,n,debt consolidation,443xx,OH,13.65,0.0,0.0,,,15.0,0.0,52831,53.0,38.0,f,0.0,1,PC4
3185,4,RENT,24000.0,not verified,n,small business,787xx,TX,0.95,0.0,0.0,34.0,,4.0,0.0,1870,5.5,5.0,f,0.0,1,PC3
3186,6,MORTGAGE,100000.0,VERIFIED - income source,n,debt consolidation,594xx,MT,14.84,0.0,2.0,,,9.0,0.0,16566,84.5,21.0,f,0.0,1,PC1
3187,1,RENT,33500.0,not verified,n,debt consolidation,021xx,MA,18.95,0.0,0.0,,,15.0,0.0,7510,20.7,19.0,f,0.0,3,PC3
3188,10,RENT,85155.29,VERIFIED - income,n,credit card,064xx,CT,15.15,0.0,0.0,,,9.0,0.0,32954,90.0,10.0,f,0.0,2,PC5
3189,10,MORTGAGE,36000.0,not verified,n,debt consolidation,338xx,FL,8.57,0.0,0.0,,,9.0,0.0,6198,21.4,30.0,f,0.0,3,PC5
3190,2,RENT,12996.0,not verified,n,educational,767xx,TX,0.0,0.0,2.0,,,8.0,0.0,11717,32.6,12.0,f,0.0,1,PC4
3191,1,RENT,10800.0,not verified,n,educational,770xx,TX,6.44,0.0,5.0,,,3.0,0.0,2763,9.0,4.0,f,0.0,1,PC5
3192,6,OWN,26500.0,VERIFIED - income,n,debt consolidation,900xx,CA,12.14,0.0,0.0,,,6.0,0.0,1491,5.5,11.0,f,0.0,3,PC3
3193,3,OWN,66996.0,VERIFIED - income,n,home improvement,117xx,NY,24.54,0.0,2.0,32.0,,16.0,0.0,9833,28.4,35.0,f,0.0,3,PC5
3194,5,RENT,78200.0,not verified,n,wedding,208xx,MD,16.1,0.0,0.0,,,9.0,0.0,11837,52.4,27.0,f,0.0,3,PC4
3195,3,MORTGAGE,96000.0,not verified,n,home improvement,601xx,IL,19.68,0.0,2.0,,108.0,14.0,1.0,12352,41.9,37.0,f,0.0,3,PC3
3196,7,MORTGAGE,78000.0,VERIFIED - income,n,renewable energy,240xx,VA,18.52,0.0,0.0,25.0,,11.0,0.0,13285,61.5,46.0,f,0.0,3,PC3
3197,5,MORTGAGE,97200.0,not verified,n,debt consolidation,557xx,MN,15.54,1.0,2.0,23.0,98.0,11.0,1.0,26470,97.7,60.0,f,0.0,3,PC5
3198,4,MORTGAGE,75000.0,not verified,n,debt consolidation,752xx,TX,15.63,0.0,1.0,,,6.0,0.0,23860,55.5,21.0,f,0.0,3,PC4
3199,4,RENT,60000.0,not verified,n,car,334xx,FL,21.62,0.0,0.0,,,8.0,0.0,1628,10.4,12.0,f,0.0,3,PC4
3200,10,MORTGAGE,91000.0,VERIFIED - income,n,home improvement,080xx,NJ,21.3,0.0,1.0,,,13.0,0.0,12119,40.9,42.0,f,0.0,2,PC5
3201,1,RENT,17000.0,VERIFIED - income source,n,other,442xx,OH,4.59,0.0,3.0,,,10.0,0.0,1497,99.8,15.0,f,0.0,3,PC3
3202,3,MORTGAGE,105000.0,not verified,n,credit card,152xx,PA,11.14,0.0,1.0,,,7.0,0.0,8080,23.5,16.0,f,0.0,2,PC3
3203,8,RENT,75000.0,VERIFIED - income source,n,debt consolidation,342xx,FL,18.77,0.0,0.0,,,11.0,0.0,16788,71.4,15.0,f,0.0,2,PC1
3204,1,RENT,24000.0,VERIFIED - income,n,debt consolidation,303xx,GA,9.34,0.0,1.0,,,7.0,0.0,2766,63.4,19.0,f,0.0,1,PC2
3205,4,MORTGAGE,42000.0,VERIFIED - income,n,house,853xx,AZ,4.51,0.0,0.0,,94.0,7.0,1.0,6946,39.9,16.0,f,0.0,3,PC1
3206,9,RENT,18000.0,VERIFIED - income,n,vacation small business,081xx,NJ,13.67,0.0,3.0,,,5.0,0.0,4236,17.9,16.0,f,0.0,3,PC5
3207,2,RENT,85000.0,not verified,n,wedding,904xx,CA,12.01,0.0,0.0,,,12.0,0.0,0,,39.0,f,0.0,1,PC4
3208,1,RENT,85000.0,not verified,n,credit card,101xx,NY,5.76,0.0,1.0,,,5.0,0.0,18917,54.7,9.0,f,0.0,1,PC2
3209,3,RENT,84996.0,VERIFIED - income,n,debt consolidation,328xx,FL,14.85,1.0,5.0,22.0,,9.0,0.0,9721,47.0,23.0,f,0.0,1,PC2
3210,2,RENT,28000.0,VERIFIED - income source,n,debt consolidation,723xx,AR,19.8,0.0,1.0,,,12.0,0.0,9345,18.7,26.0,f,0.0,1,PC3
3211,5,MORTGAGE,78456.0,VERIFIED - income,n,debt consolidation,030xx,NH,18.49,0.0,0.0,,,10.0,0.0,28413,46.6,15.0,f,0.0,2,PC2
3212,10,MORTGAGE,77000.0,VERIFIED - income source,n,debt consolidation,075xx,NJ,4.74,2.0,1.0,14.0,,16.0,0.0,12688,8.9,37.0,f,0.0,3,PC5
3213,5,RENT,65000.0,not verified,n,credit card,917xx,CA,18.78,0.0,1.0,,,12.0,0.0,11673,44.7,23.0,f,0.0,2,PC2
3214,1,OWN,19200.0,VERIFIED - income source,n,debt consolidation,070xx,NJ,19.94,0.0,2.0,,,6.0,0.0,5082,21.6,8.0,f,0.0,3,PC1
3215,8,MORTGAGE,75000.0,VERIFIED - income,n,debt consolidation,430xx,OH,18.13,0.0,0.0,,,9.0,0.0,11548,80.8,13.0,f,0.0,2,PC5
3216,1,RENT,48000.0,not verified,n,other,631xx,MO,1.63,0.0,1.0,,,3.0,0.0,3792,33.9,6.0,f,0.0,3,PC2
3217,10,RENT,128000.0,VERIFIED - income,n,debt consolidation,115xx,NY,12.27,0.0,0.0,,,7.0,0.0,29759,97.3,14.0,f,0.0,3,PC1
3218,2,RENT,32000.0,not verified,n,debt consolidation,326xx,FL,4.99,0.0,0.0,,,4.0,0.0,5326,78.2,7.0,f,0.0,2,PC4
3219,2,RENT,40000.0,VERIFIED - income source,n,debt consolidation,441xx,OH,17.85,1.0,0.0,12.0,,7.0,0.0,2676,54.6,16.0,f,0.0,1,PC3
3220,7,RENT,68000.0,VERIFIED - income,n,debt consolidation,727xx,AR,0.0,0.0,2.0,78.0,,6.0,0.0,0,0.0,10.0,f,0.0,3,PC5
3221,3,RENT,27000.0,not verified,n,debt consolidation,402xx,KY,10.0,0.0,1.0,,,5.0,0.0,5630,23.0,8.0,f,0.0,2,PC2
3222,6,MORTGAGE,60000.0,VERIFIED - income,n,debt consolidation,665xx,KS,15.44,0.0,1.0,,,6.0,0.0,14426,60.4,12.0,f,0.0,1,PC5
3223,10,RENT,90000.0,VERIFIED - income,n,debt consolidation,212xx,MD,11.91,0.0,1.0,,,18.0,0.0,33702,35.8,51.0,f,0.0,3,PC5
3224,7,MORTGAGE,135000.0,VERIFIED - income,n,debt consolidation,275xx,NC,19.46,0.0,0.0,,,9.0,0.0,19731,63.4,28.0,f,0.0,3,PC3
3225,4,MORTGAGE,38000.0,VERIFIED - income,n,medical,078xx,NJ,4.61,0.0,1.0,47.0,,4.0,0.0,4093,80.3,12.0,f,0.0,1,PC2
3226,10,MORTGAGE,80000.0,VERIFIED - income,n,debt consolidation,800xx,CO,6.57,0.0,0.0,,,10.0,0.0,11222,94.3,14.0,f,0.0,1,PC2
3227,5,MORTGAGE,42500.0,VERIFIED - income,n,debt consolidation,641xx,MO,19.93,0.0,2.0,,,7.0,0.0,18352,62.7,13.0,f,0.0,1,PC5
3228,4,RENT,42000.0,VERIFIED - income source,n,debt consolidation,983xx,WA,8.89,0.0,1.0,,,2.0,0.0,948,94.8,5.0,f,0.0,2,PC5
3229,10,MORTGAGE,115000.0,not verified,n,debt consolidation,115xx,NY,22.88,0.0,0.0,,,9.0,0.0,50282,10.9,25.0,f,0.0,2,PC1
3230,10,RENT,120390.0,VERIFIED - income,n,major purchase,208xx,MD,10.62,0.0,1.0,,,6.0,0.0,6936,60.3,29.0,f,0.0,2,PC5
3231,10,MORTGAGE,55500.0,VERIFIED - income,n,debt consolidation,323xx,FL,24.84,0.0,2.0,43.0,,18.0,0.0,13690,29.2,37.0,f,0.0,1,PC2
3232,10,MORTGAGE,83000.0,not verified,n,major purchase,890xx,NV,22.29,0.0,1.0,46.0,,15.0,0.0,48253,88.2,37.0,f,0.0,2,PC5
3233,3,OWN,48000.0,VERIFIED - income source,n,home improvement,302xx,GA,12.93,1.0,2.0,9.0,,6.0,0.0,11092,41.4,20.0,f,0.0,3,PC3
